title,author,total_ratings,total_reviews,rating,genres,book_description,book_url,book_image_url,num_pages
The Holy Bible: King James Version,Anonymous,295524,8720,4.44,"Classics, Nonfiction, Christian, Religion, Philosophy, Christianity, History","Biblija ili Sveto pismo jest zbirka knjiga koje Hebreji i kršćani na svoj način smatraju svetima. Dijeli se u dva velika dijela: Stari i Novi zavjet.Kršćani Bibliju proučavaju kao svoju normativnu, za život smjerodavnu knjigu u kojoj oni nalaze poruku - riječ Božju. No, Biblija je uz to i spomenik historije čovječanstva, jedna od najstarijih knjiga, u kojoj je genij Hebreja na svoj način asimilirao i dalje obogatio razmišljanje i mudrost drevne Mezopotamije i Egipta, da je onda, obogaćenu grčkim genijem, po Novom zavjetu i daljnjem kršćanskom razmišljanju unese u tadašnji grčko-rimski svijet. Po postanku i jeziku, po sadržaju i stilu, po slikovitosti i metaforici, Biblija nije jedna knjiga, nego zbir knjiga koje su nastajale u razdoblju od 13. st. pr. Kr do 2. st. po Kr.Biblija je za kršćane sveta, inspirirana i kanonska knjiga. Za svakog čovjeka Biblija je istovremeno zbirka povijesnih isprava i književno djelo izvorne i neprolazne umjetničke snage. Ona pripada zajedničkoj kulturi čovječanstva.Stari zavjet u Bibliji Stvarnosti plod je mnogostruko udruženog rada hrvatskih bibličara i književnika. Kao polazišni tekst izabran je prijevod Antuna Sovića, s tim da je Petoknjižje preveo Silvije Grubišić, Psalme Filibert Gass, a Pjesmu nad pjesmama Nikola Miličević. Novi zavjet preveo je Ljudevit Rupčić.",https://www.goodreads.com/book/show/1923820.The_Holy_Bible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631816305i/1923820.jpg,1590
Harry Potter and the Goblet of Fire,J.K. Rowling,3790029,72032,4.57,"Fantasy, Fiction, Young Adult, Magic, Childrens, Audiobook, Middle Grade","It is the summer holidays and soon Harry Potter will be starting his fourth year at Hogwarts School of Witchcraft and Wizardry. Harry is counting the days: there are new spells to be learnt, more Quidditch to be played, and Hogwarts castle to continue exploring. But Harry needs to be careful - there are unexpected dangers lurking...",https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554006152i/6.jpg,734
The Hitchhiker’s Guide to the Galaxy,Douglas Adams,1875957,47677,4.23,"Science Fiction, Fiction, Humor, Fantasy, Comedy, Audiobook, Science Fiction Fantasy","Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.Together this dynamic pair begin a journey through space aided by quotes from The Hitchhiker's Guide (""A towel is about the most massively useful thing an interstellar hitchhiker can have"") and a galaxy-full of fellow travelers: Zaphod Beeblebrox--the two-headed, three-armed ex-hippie and totally out-to-lunch president of the galaxy; Trillian, Zaphod's girlfriend (formally Tricia McMillan), whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant, and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ballpoint pens he bought over the years.Where are these pens? Why are we born? Why do we die? Why do we spend so much time between wearing digital watches? For all the answers stick your thumb to the stars. And don't forget to bring a towel!",https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559986152l/386162.jpg,193
Hamlet,William Shakespeare,972787,23466,4.02,"Plays, Fiction, Classics, School, Literature, Read For School, Poetry","Among Shakespeare's plays, ""Hamlet"" is considered by many his masterpiece. Among actors, the role of Hamlet, Prince of Denmark, is considered the jewel in the crown of a triumphant theatrical career. Now Kenneth Branagh plays the leading role and co-directs a brillant ensemble performance. Three generations of legendary leading actors, many of whom first assembled for the Oscar-winning film ""Henry V"", gather here to perform the rarely heard complete version of the play. This clear, subtly nuanced, stunning dramatization, presented by The Renaissance Theatre Company in association with ""Bbc"" Broadcasting, features such luminaries as Sir John Gielgud, Derek Jacobi, Emma Thompson and Christopher Ravenscroft. It combines a full cast with stirring music and sound effects to bring this magnificent Shakespearen classic vividly to life. Revealing new riches with each listening, this production of ""Hamlet"" is an invaluable aid for students, teachers and all true lovers of Shakespeare - a recording to be treasured for decades to come.",https://www.goodreads.com/book/show/1420.Hamlet,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351051208i/1420.jpg,289
Harry Potter and the Half-Blood Prince,J.K. Rowling,3348734,60052,4.58,"Fantasy, Fiction, Young Adult, Magic, Childrens, Audiobook, Adventure","It is the middle of the summer, but there is an unseasonal mist pressing against the windowpanes. Harry Potter is waiting nervously in his bedroom at the Dursleys' house in Privet Drive for a visit from Professor Dumbledore himself. One of the last times he saw the Headmaster, he was in a fierce one-to-one duel with Lord Voldemort, and Harry can't quite believe that Professor Dumbledore will actually appear at the Dursleys' of all places. Why is the Professor coming to visit him now? What is it that cannot wait until Harry returns to Hogwarts in a few weeks' time? Harry's sixth year at Hogwarts has already got off to an unusual start, as the worlds of Muggle and magic start to intertwine...",https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1587697303i/1.jpg,652
The Adventures of Huckleberry Finn,Mark Twain,1277478,20537,3.83,"Fiction, Classics, Historical Fiction, Literature, Adventure, Young Adult, School","A nineteenth-century boy from a Mississippi River town recounts his adventures as he travels down the river with a runaway slave, encountering a family involved in a feud, two scoundrels pretending to be royalty, and Tom Sawyer's aunt who mistakes him for Tom.",https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546096879i/2956.jpg,327
Tolkien On Fairy-stories,J.R.R. Tolkien,4265,203,4.32,"Fantasy, Classics, Essays, Fiction, Writing, Literary Criticism, Fairy Tales","J.R.R. Tolkien's 
On Fairy-stories
 is his most-studied and most-quoted essay, an exemplary personal statement of his own views on the role of imagination in literature, and an intellectual tour de force vital for understanding Tolkien's achievement in writing 
The Lord of the Rings
.Contained within is an introduction to Tolkien's original 1939 lecture and the history of the writing of On Fairy-stories, with previously unseen material. Here, at last, Flieger and Anderson reveal the extraordinary genesis of this seminal work and discuss how the conclusions that Tolkien reached during the composition of the essay would shape his writing for the rest of his life.",https://www.goodreads.com/book/show/1362112.Tolkien_On_Fairy_stories,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1326706200i/1362112.jpg,320
Les Misérables,Victor Hugo,806992,23242,4.2,"Fiction, Historical Fiction, Literature, France, Historical, Novels, French Literature","Victor Hugo's tale of injustice, heroism and love follows the fortunes of Jean Valjean, an escaped convict determined to put his criminal past behind him. But his attempts to become a respected member of the community are constantly put under threat: by his own conscience, when, owing to a case of mistaken identity, another man is arrested in his place; and by the relentless investigations of the dogged Inspector Javert. It is not simply for himself that Valjean must stay free, however, for he has sworn to protect the baby daughter of Fantine, driven to prostitution by poverty.",https://www.goodreads.com/book/show/24280.Les_Mis_rables,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1411852091i/24280.jpg,1463
The Alchemist,Paulo Coelho,3149131,125351,3.91,"Fiction, Fantasy, Philosophy, Novels, Self Help, Spirituality, Adventure","Combining magic, mysticism, wisdom, and wonder into an inspiring tale of self-discovery, The Alchemist has become a modern classic, selling millions of copies around the world and transforming the lives of countless readers across generations.Paulo Coelho's masterpiece tells the mystical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure. His quest will lead him to riches far different—and far more satisfying—than he ever imagined. Santiago's journey teaches us about the essential wisdom of listening to our hearts, recognizing opportunity and learning to read the omens strewn along life's path, and, most importantly, following our dreams.",https://www.goodreads.com/book/show/18144590-the-alchemist,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1654371463i/18144590.jpg,182
Brave New World / Brave New World Revisited,Aldous Huxley,166782,2062,4.16,"Fiction, Science Fiction, Dystopia, Classics, Literature, Novels, Fantasy","The astonishing novel Brave New World, originally published in 1932, presents Aldous Huxley's vision of the future--of a world utterly transformed. Through the most efficient scientific and psychological engineering, people are genetically designed to be passive and therefore consistently useful to the ruling class. This powerful work of speculative fiction sheds a blazing critical light on the present and is considered to be Aldous Huxley's most enduring masterpiece.The non-fiction work Brave New World Revisited, published in 1958, is a fascinating work in which Huxley uses his tremendous knowledge of human relations to compare the modern-day world with his prophetic fantasy envisioned in Brave New World, including the threats to humanity, such as over-population, propaganda, and chemical persuasion.",https://www.goodreads.com/book/show/5479.Brave_New_World_Brave_New_World_Revisited,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331315450i/5479.jpg,340
Crime and Punishment,Fyodor Dostoevsky,932649,38974,4.27,"Fiction, Russia, Literature, Russian Literature, Philosophy, Novels, Crime","Raskolnikov, a destitute and desperate former student, wanders through the slums of St Petersburg and commits a random murder without remorse or regret. He imagines himself to be a great man, a Napoleon: acting for a higher purpose beyond conventional moral law. But as he embarks on a dangerous game of cat and mouse with a suspicious police investigator, Raskolnikov is pursued by the growing voice of his conscience and finds the noose of his own guilt tightening around his neck. Only Sonya, a downtrodden sex worker, can offer the chance of redemption.",https://www.goodreads.com/book/show/7144.Crime_and_Punishment,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1382846449i/7144.jpg,671
The Help,Kathryn Stockett,2819895,91282,4.47,"Fiction, Historical Fiction, Historical, Adult, Adult Fiction, Contemporary, Audiobook","Three ordinary women are about to take one extraordinary step.Twenty-two-year-old Skeeter has just returned home after graduating from Ole Miss. She may have a degree, but it is 1962, Mississippi, and her mother will not be happy till Skeeter has a ring on her finger. Skeeter would normally find solace with her beloved maid Constantine, the woman who raised her, but Constantine has disappeared and no one will tell Skeeter where she has gone.Aibileen is a black maid, a wise, regal woman raising her seventeenth white child. Something has shifted inside her after the loss of her own son, who died while his bosses looked the other way. She is devoted to the little girl she looks after, though she knows both their hearts may be broken.Minny, Aibileen's best friend, is short, fat, and perhaps the sassiest woman in Mississippi. She can cook like nobody's business, but she can't mind her tongue, so she's lost yet another job. Minny finally finds a position working for someone too new to town to know her reputation. But her new boss has secrets of her own.Seemingly as different from one another as can be, these women will nonetheless come together for a clandestine project that will put them all at risk. And why? Because they are suffocating within the lines that define their town and their times. And sometimes lines are made to be crossed.In pitch-perfect voices, Kathryn Stockett creates three extraordinary women whose determination to start a movement of their own forever changes a town, and the way women, mothers, daughters, caregivers, friends, view one another. A deeply moving novel filled with poignancy, humor, and hope, The Help is a timeless and universal story about the lines we abide by, and the ones we don't. Librarian's note: An alternate cover edition can be found here",https://www.goodreads.com/book/show/4667024-the-help,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1622355533i/4667024.jpg,464
The Secret Garden,Frances Hodgson Burnett,1198954,29812,4.16,"Fiction, Classics, Childrens, Young Adult, Historical Fiction, Middle Grade, Fantasy","In a house full of sadness and secrets, can young, orphaned Mary find happiness?Mary Lennox, a spoiled, ill-tempered, and unhealthy child, comes to live with her reclusive uncle in Misselthwaite Manor on England’s Yorkshire moors after the death of her parents. There she meets a hearty housekeeper and her spirited brother, a dour gardener, a cheerful robin, and her wilful, hysterical, and sickly cousin, Master Colin, whose wails she hears echoing through the house at night.With the help of the robin, Mary finds the door to a secret garden, neglected and hidden for years. When she decides to restore the garden in secret, the story becomes a charming journey into the places of the heart, where faith restores health, flowers refresh the spirit, and the magic of the garden, coming to life anew, brings health to Colin and happiness to Mary.",https://www.goodreads.com/book/show/2998.The_Secret_Garden,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327873635i/2998.jpg,331
Memoirs of a Geisha,Arthur Golden,2023615,36669,4.15,"Fiction, Historical Fiction, Romance, Historical, Japan, Adult, Novels","A literary sensation and runaway bestseller, this brilliant novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In ""Memoirs of a Geisha,"" we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.",https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1409595968i/929.jpg,503
"The Lion, the Witch and the Wardrobe",C.S. Lewis,2858167,34670,4.24,"Fantasy, Fiction, Young Adult, Childrens, Classics, Middle Grade, Adventure","Narnia… the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.Lucy is the first to find the secret of the wardrobe in the professor's mysterious old house. At first her brothers and sister don't believe her when she tells of her visit to the land of Narnia. But soon Edmund, then Peter and Susan step through the wardrobe themselves. In Narnia they find a country buried under the evil enchantment of the White Witch. When they meet the Lion Aslan, they realize they've been called to a great adventure and bravely join the battle to free Narnia from the Witch's sinister spell.",https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353029077i/100915.jpg,206
The Odyssey,Homer,1102975,20118,3.81,"Fiction, Poetry, Mythology, Classics, Fantasy, School, Literature","Sing to me of the man, Muse, the man of twists and turnsdriven time and again off course, once he had plunderedthe hallowed heights of Troy.So begins Robert Fagles' magnificent translation of the Odyssey.If the Iliad is the world's greatest war epic, then the Odyssey is literature's grandest evocation of everyman's journey though life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces, during his ten-year voyage home to Ithaca after the Trojan War, is at once a timeless human story and an individual test of moral endurance. In the myths and legends that are retold here, Fagles has captured the energy and poetry of Homer's original in a bold, contemporary idiom, and given us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery.Renowned classicist Bernard Knox's superb Introduction and textual commentary provide new insights and background information for the general reader and scholar alike, intensifying the strength of Fagles' translation.This is an Odyssey to delight both the classicist and the public at large, and to captivate a new generation of Homer's students.--Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, presents us with Homer's best-loved and most accessible poem in a stunning new modern-verse translation.",https://www.goodreads.com/book/show/1381.The_Odyssey,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1711957706i/1381.jpg,541
A Christmas Carol,Charles Dickens,851091,32484,4.08,"Fiction, Christmas, Fantasy, Literature, Historical Fiction, Holiday, School","'If I had my way, every idiot who goes around with Merry Christmas on his lips, would be boiled with his own pudding, and buried with a stake of holly through his heart. Merry Christmas? Bah humbug!'Introduction and Afterword by Joe WheelerTo bitter, miserly Ebenezer Scrooge, Christmas is just another day. But all that changes when the ghost of his long-dead business partner appears, warning Scrooge to change his ways before it's too late. Part of the Focus on the Family Great Stories collection, this abridged edition features an in-depth introduction and discussion questions by Joe Wheeler to provide greater understanding for today's reader. ""A Christmas Carol"" captures the heart of the holidays like no other novel.",https://www.goodreads.com/book/show/5326.A_Christmas_Carol,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406512317i/5326.jpg,184
The Cat in the Hat,Dr. Seuss,549577,7286,4.19,"Childrens, Picture Books, Fiction, Poetry, Classics, Fantasy, Humor","Have a ball with Dr. Seuss and the Cat in the Hat in this classic picture book...but don't forget to clean up your mess! Then he said That is that.And then he was goneWith a tip of his hat.A dreary day turns into a wild romp when this beloved story introduces readers to the Cat in the Hat and his troublemaking friends, Thing 1 and Thing 2 – And don't forget Fish! A favorite among kids, parents and teachers, this story uses simple words and basic rhyme to encourage and delight beginning readers.Originally created by 
Dr. Seuss
 himself, Beginner Books are fun, funny, and easy to read. These unjacketed hardcover early readers encourage children to read all on their own, using simple words and illustrations. Smaller than the classic large format Seuss picture books like The Lorax and Oh, The Places You'll Go!, these portable packages are perfect for practicing readers ages 3-7, and lucky parents too!",https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1468890477i/233093.jpg,61
